Customer_id,First_name,Last_name,Country,Gender,Age,Winning_percentage,Days_Since_Last_Bet,Income_Level_(k),Total_Amount_wagered,Average_Bet_Amount,Active_Days,Total_Number_of_Bets,Total_Amount_Wagered,Number_of_Bonuses_Received,Amount_of_Bonuses_Received,Revenue_from_Bonuses,Increase_in_bets_after_bonus,Increase_in_wagering_after_bonus,Should_Receive_Bonus,withdraw_frequency
652530,Gilbert,Cabrera,India,Male,20,6,25,21055,13383,540.0,342,34.0,56324.0,43.0,535.0,2332.0,292.0,22852.0,1,Daily
731006,Chad,Allen,India,Male,43,63,4,34752,5827,283.0,7,27.0,60389.0,28.0,607.0,1906.0,170.0,16869.0,0,Monthly
462205,Timothy,Mays,India,Female,33,30,12,20703,3577,469.0,4,25.0,55287.0,46.0,565.0,3483.0,326.0,25672.0,0,No
659602,Erin,Clark,India,Female,60,38,9,24976,6518,735.0,336,41.0,60045.0,62.0,472.0,1953.0,317.0,34650.0,0,Daily
294573,Cheryl,Williams,Argentina,Male,24,40,29,21474,7562,155.0,317,26.0,51387.0,44.0,505.0,2932.0,356.0,25027.0,1,Daily
472446,Jade,Hawkins,Mexico,Female,52,43,2,38891,15670,428.0,11,21.0,60616.0,43.0,407.0,2467.0,223.0,17776.0,0,Monthly
733353,Nicholas,Myers,Argentina,Female,22,56,3,32373,3243,657.0,51,23.0,48866.0,33.0,592.0,3219.0,239.0,22640.0,0,Weekly
566872,Christy,Morgan,India,Male,20,70,3,44749,11624,514.0,10,40.0,62164.0,36.0,333.0,1395.0,160.0,18282.0,0,Monthly
653692,Brittany,Baker,India,Female,20,42,14,55060,16164,673.0,46,34.0,61168.0,57.0,539.0,3198.0,272.0,38066.0,0,Weekly
613530,Steven,Williams,Mexico,Female,67,71,3,22198,11391,365.0,354,28.0,53906.0,60.0,671.0,2194.0,319.0,18029.0,0,Daily
361263,Douglas,Velasquez,Argentina,Male,58,54,22,24080,14350,570.0,9,27.0,56104.0,54.0,401.0,1961.0,232.0,36328.0,0,Occasionally
327619,Adam,Miller,Mexico,Male,46,30,11,21263,32908,344.0,339,14.0,35070.0,62.0,481.0,1194.0,161.0,33586.0,1,Daily
976814,Alan,Ruiz,Argentina,Male,43,60,22,35568,824,319.0,351,16.0,45576.0,59.0,526.0,1964.0,291.0,21901.0,1,Daily
536736,Norma,Schultz,Argentina,Female,51,6,17,20378,7882,397.0,9,19.0,38939.0,38.0,602.0,1187.0,251.0,27733.0,1,Occasionally
774813,Gregory,Hernandez,Argentina,Male,56,14,1,24711,30416,361.0,8,22.0,74776.0,57.0,501.0,1702.0,232.0,27805.0,1,Occasionally
301243,Caitlin,Jones,Argentina,Female,31,39,26,31643,7439,768.0,48,31.0,80862.0,51.0,592.0,3359.0,291.0,32538.0,1,Weekly
510627,Kevin,Dean,Brazil,Female,60,65,24,45782,11260,704.0,9,36.0,55922.0,58.0,701.0,2564.0,324.0,33050.0,0,Occasionally
160602,Robin,Farmer,Argentina,Male,64,77,8,40773,422,591.0,326,29.0,45376.0,57.0,654.0,3514.0,360.0,22112.0,0,Daily
999292,Ryan,Farrell,Brazil,Female,26,58,29,22000,3500,505.0,332,23.0,71612.0,31.0,522.0,2583.0,299.0,21732.0,1,Daily
140957,Eric,Holloway,Argentina,Female,68,74,27,34436,4665,643.0,10,44.0,59939.0,67.0,772.0,2183.0,427.0,27624.0,0,Monthly
453575,Michelle,Perry,Brazil,Female,24,7,1,65341,4272,663.0,348,35.0,57397.0,50.0,552.0,2403.0,270.0,36682.0,1,Daily
320183,Pamela,Hicks,Mexico,Female,69,68,22,35563,4970,532.0,49,31.0,52936.0,75.0,513.0,2248.0,178.0,25094.0,0,Weekly
813030,Molly,Randall,Mexico,Female,64,41,23,29772,35746,632.0,52,27.0,45075.0,38.0,249.0,2013.0,265.0,21592.0,1,Weekly
903902,Gregory,Duran,Mexico,Male,57,45,30,33139,9760,565.0,9,29.0,61218.0,59.0,462.0,1723.0,179.0,25060.0,1,Occasionally
406704,Stephen,Richardson,India,Male,34,8,19,24155,4316,595.0,47,22.0,57505.0,46.0,675.0,3064.0,329.0,28867.0,1,Weekly
210976,Jared,Franco,Argentina,Male,49,71,18,20781,10274,523.0,50,32.0,47098.0,41.0,561.0,2504.0,185.0,15033.0,1,Weekly
315786,Desiree,Morgan,India,Male,69,70,25,21917,5836,514.0,9,25.0,41344.0,46.0,480.0,2301.0,301.0,25029.0,1,Monthly
980087,Daniel,Palmer,Mexico,Female,25,51,22,39070,559,562.0,46,31.0,58302.0,54.0,716.0,3270.0,321.0,29313.0,1,Weekly
470614,Ralph,Andrews,Brazil,Female,31,19,34,32211,1841,540.0,320,28.0,59294.0,68.0,429.0,1242.0,287.0,25437.0,0,Daily
335081,April,Taylor,Argentina,Male,63,79,13,43844,12775,408.0,11,39.0,74815.0,62.0,572.0,3031.0,223.0,37079.0,1,Monthly
304231,Russell,Hill,India,Female,32,41,23,26865,650,514.0,47,14.0,36617.0,40.0,658.0,3040.0,283.0,20412.0,1,Weekly
906643,Juan,Robinson,Brazil,Female,39,28,25,21294,1016,641.0,7,27.0,57743.0,45.0,489.0,2711.0,338.0,25277.0,1,Occasionally
545867,Melissa,Johnson,Brazil,Male,44,48,29,29004,438,590.0,333,30.0,36168.0,61.0,668.0,2964.0,370.0,36379.0,0,Daily
695392,Tina,Hodge,Argentina,Female,49,48,24,26359,4428,263.0,5,32.0,48213.0,45.0,388.0,2980.0,158.0,24451.0,0,Occasionally
319683,April,Johnson,Argentina,Male,63,55,26,25096,5057,520.0,8,35.0,65135.0,53.0,525.0,2769.0,279.0,31838.0,0,Occasionally
454533,Jerry,Johnson,India,Male,35,71,2,46843,1939,598.0,14,27.0,52996.0,57.0,609.0,2842.0,291.0,16627.0,0,Monthly
308119,Amanda,Ramirez,Brazil,Male,59,71,36,22616,10679,30.0,48,20.0,27642.0,34.0,434.0,1765.0,346.0,16367.0,0,Weekly
912164,Melissa,Espinoza,Brazil,Male,65,16,19,23833,16354,534.0,340,29.0,39693.0,36.0,543.0,1298.0,252.0,33359.0,1,Daily
645943,Joel,Parrish,Brazil,Female,69,57,34,27776,11921,510.0,10,38.0,52043.0,42.0,460.0,2624.0,217.0,29802.0,1,Monthly
403393,Justin,Duran,India,Male,31,67,7,20781,5031,631.0,303,26.0,43210.0,47.0,482.0,3936.0,208.0,22825.0,1,Daily
990613,Jason,Higgins,Argentina,Female,68,8,32,25967,1987,390.0,52,34.0,64154.0,60.0,602.0,3536.0,269.0,20722.0,1,Weekly
249688,Elizabeth,Key,India,Female,52,54,33,49550,12088,483.0,8,16.0,34386.0,38.0,709.0,2904.0,311.0,27458.0,1,No
134149,Matthew,Smith,India,Male,44,43,31,23066,17942,666.0,322,24.0,42083.0,59.0,504.0,2416.0,232.0,24170.0,0,Daily
270665,Amy,Thompson,India,Male,38,49,36,24424,1170,585.0,47,35.0,54009.0,49.0,684.0,2869.0,281.0,26633.0,1,Weekly
720964,Laurie,Short,India,Female,61,78,19,33895,10154,356.0,51,26.0,55750.0,50.0,501.0,2592.0,248.0,24713.0,0,Weekly
286415,Kenneth,Macias,Argentina,Female,61,57,10,23288,24202,590.0,9,29.0,35338.0,42.0,505.0,2557.0,210.0,17664.0,0,Occasionally
975924,Jesse,Key,Mexico,Male,24,59,20,25842,16637,421.0,48,28.0,59381.0,55.0,584.0,3323.0,295.0,22500.0,0,Weekly
594123,Luis,Howard,Mexico,Male,19,54,3,20937,31590,314.0,52,33.0,38611.0,31.0,404.0,1283.0,291.0,9301.0,0,Weekly
838239,Michael,Morales,Brazil,Male,54,35,16,21573,20150,626.0,8,32.0,56760.0,46.0,573.0,1379.0,261.0,22659.0,0,Monthly
986024,Bradley,Ramirez,India,Female,28,60,23,43554,7097,741.0,12,35.0,54374.0,33.0,403.0,1821.0,109.0,18791.0,0,Monthly
769930,Danielle,Gardner,Brazil,Female,44,64,19,22386,40471,428.0,14,29.0,44229.0,30.0,660.0,2550.0,311.0,31261.0,1,Monthly
109690,Tyrone,Franco,Argentina,Female,50,29,26,21336,8875,373.0,14,33.0,37807.0,42.0,714.0,3028.0,364.0,24406.0,0,Monthly
489369,Caleb,Holder,Argentina,Male,32,68,3,31508,831,499.0,46,20.0,47500.0,53.0,585.0,3548.0,286.0,22233.0,0,Weekly
378219,Nicole,Robinson,Argentina,Male,67,65,20,28199,5328,216.0,52,18.0,57839.0,51.0,355.0,2793.0,284.0,22402.0,0,Weekly
246087,Debra,Wells,India,Male,59,44,2,22215,904,337.0,45,19.0,41901.0,49.0,523.0,3758.0,244.0,27966.0,0,Weekly
484812,Janice,Greene,India,Female,54,23,27,27739,15427,521.0,354,29.0,42305.0,58.0,454.0,1921.0,301.0,32521.0,0,Daily
845196,Tina,Mclaughlin,Mexico,Female,62,8,34,24383,22985,884.0,343,36.0,79744.0,50.0,489.0,3660.0,300.0,21950.0,1,Daily
706267,Johnny,Brooks,India,Female,56,23,23,23954,8073,469.0,10,39.0,60214.0,53.0,390.0,2871.0,318.0,28968.0,1,Monthly
310659,Krista,Jones,Mexico,Female,47,57,10,33151,6682,381.0,5,17.0,51573.0,43.0,594.0,1662.0,310.0,29641.0,1,Occasionally
579670,Eileen,Williamson,Mexico,Female,66,69,30,27200,31767,530.0,54,29.0,38998.0,40.0,348.0,1860.0,264.0,23576.0,1,Weekly
661095,Sergio,Hill,India,Male,45,70,11,25589,13149,460.0,322,22.0,72854.0,44.0,610.0,2680.0,318.0,16659.0,0,Daily
310964,Luis,Taylor,Brazil,Female,43,66,17,20958,9564,485.0,13,25.0,56858.0,59.0,552.0,2344.0,218.0,19565.0,0,Monthly
910508,Richard,Davis,India,Male,65,64,17,22845,8444,589.0,323,27.0,34554.0,49.0,448.0,3662.0,236.0,23523.0,1,Daily
572323,Kathleen,Anderson,India,Female,27,58,13,20677,6052,538.0,342,25.0,49493.0,60.0,693.0,3553.0,326.0,33016.0,0,Daily
858041,Michael,Logan,Mexico,Female,52,39,32,24868,9972,476.0,14,23.0,45482.0,39.0,477.0,1958.0,228.0,29464.0,0,Monthly
146066,Rodney,Christian,Brazil,Male,45,65,29,23418,3482,587.0,5,26.0,53584.0,47.0,489.0,2499.0,251.0,15024.0,1,Occasionally
198117,Samantha,Odom,India,Female,33,8,4,52353,7004,612.0,14,14.0,60971.0,40.0,548.0,2988.0,214.0,33422.0,0,Monthly
200643,Carolyn,Bennett,Mexico,Female,25,21,34,29958,17721,601.0,8,23.0,59346.0,34.0,485.0,2146.0,232.0,22754.0,1,Monthly
527261,Carrie,Anderson,Argentina,Female,23,32,32,21368,14651,454.0,11,31.0,53271.0,32.0,347.0,1091.0,351.0,34431.0,1,Monthly
152242,Wesley,Reed,India,Female,41,53,31,30329,4620,635.0,12,35.0,55540.0,53.0,637.0,2158.0,261.0,32749.0,1,Monthly
814106,Joseph,Johnson,Argentina,Male,59,61,23,25329,14594,649.0,14,41.0,51594.0,51.0,605.0,3027.0,175.0,17111.0,0,Monthly
766549,Tony,Rivera,Mexico,Male,68,31,6,33575,2800,476.0,304,36.0,45405.0,43.0,579.0,2620.0,212.0,19171.0,1,Daily
837820,Karen,White,India,Female,69,75,20,51324,2468,596.0,8,37.0,74125.0,35.0,631.0,2023.0,289.0,28410.0,0,Monthly
278533,Nicole,Martinez,Brazil,Male,63,14,8,56936,7385,424.0,6,30.0,45514.0,48.0,395.0,2394.0,277.0,31219.0,1,Occasionally
937814,Joshua,Hale,Mexico,Male,47,16,25,21669,75707,462.0,7,25.0,33526.0,43.0,475.0,3418.0,404.0,25074.0,0,Monthly
745663,Harry,Bond,India,Female,34,13,17,29283,432,121.0,3,16.0,37195.0,31.0,453.0,886.0,273.0,22010.0,1,No
659404,Ryan,Clark,Argentina,Male,37,41,9,22674,15032,665.0,49,25.0,27505.0,39.0,601.0,3186.0,320.0,37791.0,1,Weekly
924418,Denise,Mcgrath,India,Male,69,22,3,38601,17751,634.0,311,20.0,31973.0,46.0,775.0,2165.0,315.0,24163.0,0,Daily
385758,Suzanne,Hamilton,Brazil,Female,58,63,12,20712,24007,176.0,9,21.0,46135.0,55.0,385.0,1915.0,230.0,24623.0,0,Monthly
199681,Sherry,Torres,India,Female,41,52,19,57069,6804,513.0,10,27.0,42898.0,37.0,602.0,2016.0,284.0,18317.0,1,Monthly
147575,Steven,Cruz,Mexico,Female,41,66,39,32617,9608,557.0,9,28.0,59256.0,72.0,765.0,2714.0,287.0,26117.0,1,Monthly
467434,Joshua,Sheppard,India,Male,54,46,14,22855,9655,361.0,52,25.0,28081.0,32.0,390.0,3056.0,309.0,11731.0,1,Weekly
236633,Annette,Oneal,Brazil,Male,60,75,9,27777,8237,433.0,301,32.0,30546.0,43.0,468.0,1944.0,259.0,23715.0,0,Daily
496717,Julie,Martinez,Argentina,Male,21,5,29,22821,25699,403.0,335,22.0,59738.0,53.0,600.0,2530.0,371.0,11254.0,0,Daily
702251,Mitchell,Collins,Mexico,Male,69,33,33,30528,20631,219.0,7,29.0,57120.0,59.0,744.0,2582.0,350.0,27514.0,0,Monthly
473531,John,Sanford,Mexico,Female,64,72,36,41065,6585,711.0,45,42.0,79310.0,51.0,352.0,1128.0,242.0,31776.0,0,Weekly
119262,Brittany,Patel,Brazil,Female,69,66,29,22340,14479,620.0,345,28.0,45516.0,58.0,531.0,2042.0,295.0,21688.0,1,Daily
674008,Jeffrey,Mendoza,Argentina,Male,36,36,13,24191,10767,401.0,8,28.0,57311.0,38.0,493.0,2404.0,155.0,8131.0,1,Occasionally
346330,Maria,Montoya,Mexico,Female,53,43,33,23318,41427,487.0,5,22.0,57997.0,33.0,499.0,888.0,247.0,13465.0,0,Occasionally
447671,Shawn,Kelly,Mexico,Male,49,71,19,23722,33582,476.0,8,23.0,40323.0,61.0,341.0,1694.0,324.0,27966.0,1,Occasionally
553525,Lance,Lane,Brazil,Male,55,23,1,42222,14911,494.0,6,35.0,52691.0,48.0,558.0,1680.0,288.0,26796.0,1,Occasionally
595505,William,Delacruz,Mexico,Female,36,39,28,25034,164,550.0,11,32.0,48757.0,65.0,684.0,1971.0,276.0,25609.0,1,Monthly
450016,Crystal,Burke,Argentina,Female,31,14,22,30108,10261,319.0,10,19.0,37280.0,49.0,595.0,3765.0,320.0,22548.0,0,Monthly
839907,John,Sparks,Brazil,Male,48,46,33,24512,11618,329.0,328,37.0,38070.0,27.0,591.0,3493.0,319.0,14021.0,1,Daily
654594,Heather,Silva,Argentina,Female,58,25,37,21740,6375,492.0,48,28.0,25293.0,34.0,475.0,2557.0,290.0,22822.0,0,Weekly
264925,Paula,Martinez,Brazil,Female,26,8,8,28458,30751,385.0,47,20.0,52635.0,42.0,500.0,2920.0,244.0,19428.0,1,Weekly
119987,Andrea,Vargas,Brazil,Female,62,78,29,33421,3092,504.0,11,31.0,58172.0,43.0,412.0,2244.0,244.0,22501.0,1,Monthly
649770,Gregory,Ball,Brazil,Female,62,46,23,22875,38405,671.0,9,25.0,65440.0,63.0,781.0,2579.0,296.0,39760.0,1,Monthly
354124,Ethan,Williams,India,Male,68,6,13,25254,11884,596.0,10,21.0,55981.0,57.0,641.0,2904.0,275.0,39797.0,0,Monthly
979709,Katie,Walker,India,Female,32,21,1,23890,363,526.0,5,24.0,77121.0,35.0,624.0,1705.0,288.0,20979.0,0,No
418332,John,Armstrong,Mexico,Male,37,57,37,29519,2330,422.0,52,34.0,48005.0,47.0,443.0,2716.0,222.0,26944.0,1,Weekly
267414,Walter,Young,Mexico,Female,67,24,36,27541,5085,496.0,5,27.0,45857.0,61.0,398.0,2969.0,212.0,28419.0,0,Occasionally
124369,Kristen,Martinez,Mexico,Male,32,27,19,23093,26664,290.0,53,24.0,41872.0,23.0,481.0,2769.0,316.0,18555.0,1,Weekly
593799,Judy,Clark,India,Male,46,51,38,24293,7368,731.0,331,36.0,50773.0,53.0,544.0,2682.0,282.0,25595.0,1,Daily
948553,Ryan,Thomas,Argentina,Female,42,49,17,23821,9268,376.0,312,19.0,43274.0,21.0,401.0,1902.0,206.0,25651.0,0,Daily
357917,Chase,Russell,Mexico,Female,48,31,25,28697,8393,373.0,47,21.0,35624.0,47.0,230.0,889.0,219.0,18082.0,0,Weekly
710571,Angela,Johnson,Argentina,Male,23,72,32,25151,7639,506.0,54,21.0,40589.0,56.0,680.0,1679.0,286.0,25853.0,0,Weekly
663145,Amber,Peterson,Brazil,Female,38,69,37,45450,597,444.0,8,39.0,55363.0,59.0,517.0,3056.0,353.0,21002.0,1,No
442099,Rebecca,Day,Brazil,Male,34,9,27,28388,11876,372.0,54,24.0,51137.0,55.0,768.0,2442.0,375.0,24762.0,1,Weekly
193813,Reginald,Cherry,Argentina,Female,48,22,6,23572,29778,803.0,5,37.0,37922.0,50.0,608.0,3327.0,315.0,38666.0,1,Occasionally
688240,Alicia,Nguyen,Argentina,Male,48,31,13,43861,6510,392.0,322,20.0,31425.0,37.0,403.0,1528.0,246.0,25775.0,0,Daily
929614,Christopher,Mathis,Brazil,Female,37,75,35,40316,26910,317.0,53,21.0,45057.0,39.0,639.0,2342.0,213.0,23055.0,1,Weekly
847406,Linda,Evans,Mexico,Female,21,36,10,22719,2760,336.0,350,27.0,61201.0,44.0,420.0,2917.0,273.0,25093.0,1,Daily
393976,Joshua,Stewart,Brazil,Female,68,60,37,29965,6262,464.0,306,26.0,57804.0,47.0,507.0,2444.0,281.0,38856.0,1,Daily
101797,Justin,Campbell,Argentina,Male,65,71,17,29076,922,427.0,54,21.0,55032.0,51.0,536.0,2176.0,267.0,23768.0,0,Weekly
633292,Lee,Matthews,Argentina,Male,36,40,31,47775,12147,674.0,7,23.0,60201.0,61.0,465.0,2876.0,329.0,23763.0,0,Occasionally
149853,Michelle,Patton,India,Female,69,44,15,24645,50934,490.0,46,28.0,30990.0,36.0,347.0,1711.0,257.0,31556.0,0,Weekly
226971,Maria,Moore,Brazil,Female,69,30,20,23216,7012,658.0,6,45.0,72191.0,70.0,773.0,2828.0,379.0,29155.0,0,No
766316,Aaron,Hill,India,Female,32,42,2,26841,1941,422.0,8,27.0,42173.0,49.0,649.0,3089.0,278.0,19010.0,0,Monthly
855374,Michael,Davis,India,Male,66,62,38,25288,1171,417.0,11,31.0,71090.0,31.0,620.0,2816.0,304.0,17531.0,0,Monthly
767287,Marilyn,Sullivan,India,Male,50,5,2,27534,23191,362.0,345,29.0,45723.0,39.0,562.0,1807.0,249.0,20533.0,1,Daily
969026,Gavin,Baker,Mexico,Male,69,31,35,20799,6396,529.0,51,27.0,47768.0,64.0,734.0,2790.0,236.0,33754.0,1,Weekly
840307,Misty,Wilson,Brazil,Male,40,61,12,29751,4293,25.0,52,1.0,35897.0,24.0,427.0,2072.0,234.0,20381.0,0,Weekly
932723,Diane,Thompson,India,Female,30,71,32,27621,53759,76.0,10,16.0,41022.0,40.0,298.0,107.0,289.0,28749.0,1,Monthly
521827,Jessica,Moore,India,Female,30,14,17,21974,30383,663.0,54,46.0,75157.0,49.0,246.0,2182.0,332.0,24805.0,0,Weekly
294305,Kevin,Flores,Brazil,Male,47,26,15,43035,16861,607.0,12,34.0,47932.0,45.0,663.0,1903.0,245.0,24628.0,1,Monthly
737261,Eric,Mitchell,India,Male,49,8,13,23423,2820,342.0,8,37.0,41358.0,36.0,536.0,2812.0,297.0,28325.0,1,Occasionally
233096,Jeffrey,Mcdonald,Argentina,Female,41,42,7,47764,14203,250.0,49,12.0,45676.0,34.0,470.0,2069.0,232.0,18481.0,0,Weekly
280359,Christopher,Gay,Mexico,Female,63,12,8,20496,13561,363.0,341,22.0,29953.0,49.0,595.0,3242.0,346.0,29944.0,0,Daily
796476,Jacob,Morrison,Mexico,Female,70,76,30,20030,15936,597.0,12,34.0,61016.0,48.0,556.0,2348.0,352.0,23630.0,0,Monthly
603251,Fernando,Murphy,Mexico,Female,47,29,35,25224,13790,451.0,8,19.0,48964.0,53.0,264.0,3031.0,369.0,21830.0,0,Monthly
356800,Mary,Edwards,Argentina,Male,18,74,19,34975,1492,732.0,9,30.0,58211.0,69.0,845.0,4832.0,331.0,31044.0,1,Occasionally
971769,Matthew,Tucker,Brazil,Female,18,14,14,31805,2687,361.0,333,39.0,53045.0,50.0,483.0,1332.0,288.0,27243.0,1,Daily
580941,Kristina,Navarro,Brazil,Male,67,60,18,33254,5923,647.0,8,31.0,47776.0,65.0,538.0,2989.0,279.0,38010.0,1,Occasionally
194620,Adrian,Bishop,India,Female,31,11,2,20868,6224,506.0,47,19.0,48753.0,51.0,602.0,3550.0,406.0,38081.0,1,Weekly
453645,Jacqueline,Jones,Brazil,Female,65,15,34,35000,25472,507.0,327,31.0,66980.0,34.0,366.0,2703.0,193.0,15360.0,0,Daily
682169,Victor,Curtis,Brazil,Male,30,25,36,23800,2858,247.0,51,23.0,44176.0,45.0,522.0,2325.0,319.0,14406.0,0,Weekly
778745,Jasmine,Porter,India,Female,43,7,8,27280,8484,181.0,14,22.0,66803.0,45.0,581.0,2904.0,208.0,34281.0,1,Monthly
601802,Christopher,Luna,India,Female,45,33,28,36614,1220,349.0,51,13.0,23184.0,36.0,440.0,2862.0,187.0,12477.0,1,Weekly
479499,Mindy,Ray,Mexico,Female,51,60,3,31366,23513,493.0,5,25.0,48230.0,34.0,556.0,4273.0,321.0,21299.0,1,Occasionally
493550,Anthony,Taylor,Argentina,Male,57,30,29,21443,23386,487.0,7,34.0,52241.0,33.0,482.0,2767.0,389.0,31597.0,0,Monthly
846187,Mark,Kelly,Argentina,Female,44,46,35,44963,7878,606.0,45,42.0,49435.0,55.0,484.0,1490.0,237.0,22431.0,0,Weekly
801950,Kimberly,Wilson,Mexico,Male,24,13,11,22878,11498,516.0,6,21.0,40429.0,42.0,810.0,3693.0,255.0,18112.0,0,No
303707,Ryan,Gay,Mexico,Male,62,42,24,20879,27383,604.0,323,24.0,47426.0,53.0,515.0,2556.0,445.0,22143.0,1,Daily
395816,Joseph,Mclean,Mexico,Female,18,79,19,24697,4785,514.0,10,27.0,49333.0,46.0,738.0,2362.0,296.0,19217.0,0,Monthly
427791,Alexander,Gordon,India,Male,42,59,28,27220,14735,607.0,341,27.0,55643.0,59.0,678.0,3691.0,395.0,32178.0,0,Daily
231378,James,Thompson,Mexico,Male,43,10,33,50815,28375,425.0,48,24.0,40013.0,49.0,280.0,1731.0,301.0,26834.0,1,Weekly
956835,Peter,Lynn,Mexico,Male,40,64,34,28398,10875,481.0,310,26.0,34226.0,45.0,379.0,2521.0,146.0,11268.0,1,Daily
967964,Alexander,Gardner,Argentina,Female,48,43,11,28834,6065,339.0,11,19.0,30970.0,48.0,444.0,2230.0,252.0,31654.0,1,Monthly
469825,Larry,Richmond,Mexico,Female,62,23,16,39788,16184,546.0,316,26.0,39635.0,80.0,687.0,2830.0,169.0,30737.0,0,Daily
291890,Joseph,Scott,Argentina,Male,21,56,19,21207,3406,726.0,7,24.0,43440.0,63.0,380.0,2814.0,303.0,45027.0,0,Monthly
611336,Jeffrey,Long,Argentina,Female,29,24,3,20854,8602,390.0,46,29.0,51676.0,46.0,310.0,2234.0,270.0,30138.0,0,Weekly
572104,Brian,Willis,Argentina,Male,27,78,7,22180,25175,385.0,8,32.0,63888.0,36.0,569.0,2376.0,297.0,25899.0,0,Monthly
494285,Jeffrey,Short,Argentina,Male,66,65,25,22594,2105,200.0,10,23.0,49061.0,37.0,403.0,3000.0,315.0,35262.0,1,Monthly
711631,Mary,Howard,India,Male,58,59,22,20315,5297,610.0,45,40.0,44828.0,41.0,385.0,3080.0,318.0,31166.0,1,Weekly
102645,Jimmy,Scott,Mexico,Male,59,71,35,25867,5580,578.0,354,27.0,64928.0,45.0,615.0,1802.0,203.0,18132.0,1,Daily
925845,Thomas,Olson,India,Male,27,35,17,30677,453,443.0,352,20.0,56889.0,50.0,564.0,2598.0,272.0,18794.0,1,Daily
890839,Misty,Harper,Brazil,Male,38,75,24,26562,1298,487.0,53,28.0,52980.0,60.0,711.0,3539.0,351.0,36622.0,0,Weekly
924301,Katherine,Thomas,Brazil,Female,62,26,37,40340,16857,482.0,47,21.0,42189.0,38.0,252.0,2747.0,114.0,19938.0,1,Weekly
469606,Robert,Davis,Mexico,Female,50,7,34,30960,9949,389.0,319,26.0,49554.0,44.0,633.0,3913.0,363.0,25093.0,0,Daily
506431,Jessica,Watkins,India,Male,19,8,34,20495,20763,451.0,7,30.0,33703.0,63.0,498.0,3117.0,317.0,30493.0,0,Occasionally
971526,Ashley,Davis,Mexico,Female,61,8,34,22637,22718,418.0,12,33.0,55360.0,46.0,549.0,1322.0,234.0,18699.0,0,Monthly
890237,Jill,Gonzalez,India,Female,54,7,2,40181,8935,667.0,8,29.0,62273.0,64.0,652.0,3859.0,300.0,39532.0,0,Monthly
705143,David,Martinez,Brazil,Male,47,50,31,26306,1737,420.0,13,29.0,50317.0,43.0,433.0,2758.0,327.0,23534.0,1,Monthly
237406,Elizabeth,Blanchard,India,Male,70,51,8,33897,10354,484.0,312,17.0,41851.0,39.0,658.0,2755.0,288.0,14200.0,1,Daily
420282,Gary,Smith,Argentina,Male,41,21,16,34471,16241,546.0,7,19.0,48357.0,42.0,622.0,3558.0,168.0,29295.0,0,Monthly
956804,Sheila,Smith,India,Female,33,12,10,31467,9242,759.0,10,37.0,68909.0,59.0,666.0,2308.0,242.0,14953.0,0,Monthly
722520,Kari,Bradford,Brazil,Male,30,62,31,25188,15564,516.0,349,37.0,64062.0,58.0,569.0,2964.0,364.0,25684.0,0,Daily
675700,Angela,Francis,Brazil,Female,34,22,1,46261,10943,570.0,48,34.0,60318.0,69.0,503.0,3425.0,399.0,28922.0,0,Weekly
737592,William,Henry,Brazil,Male,45,67,36,27308,7436,652.0,50,24.0,37566.0,54.0,586.0,2000.0,400.0,40140.0,0,Weekly
225092,Isaac,Martin,Brazil,Male,26,14,38,57097,2996,674.0,7,34.0,65400.0,54.0,604.0,2732.0,436.0,26081.0,1,Occasionally
270070,Ryan,Simpson,India,Female,23,28,14,22978,5005,514.0,6,28.0,62629.0,83.0,534.0,3616.0,289.0,40069.0,0,Occasionally
323580,Emma,Cross,Brazil,Male,50,75,37,24022,6065,402.0,8,31.0,52444.0,39.0,221.0,2781.0,268.0,17146.0,0,Occasionally
442910,Michelle,Pollard,Argentina,Female,51,74,37,28576,25376,392.0,11,32.0,52994.0,38.0,348.0,2309.0,220.0,20633.0,1,Monthly
900593,Julie,Bauer,India,Female,70,34,26,20673,4985,337.0,49,17.0,32551.0,39.0,642.0,2217.0,350.0,29065.0,0,Weekly
240530,Jay,Blackwell,Argentina,Male,67,53,11,30280,11307,562.0,328,22.0,39906.0,45.0,636.0,4274.0,216.0,19267.0,1,Daily
473758,Brianna,Tran,Mexico,Male,53,38,14,39944,34622,373.0,49,23.0,53832.0,58.0,579.0,2412.0,204.0,23025.0,1,Weekly
285406,Denise,Robinson,India,Female,67,75,32,57137,6270,592.0,52,33.0,43256.0,53.0,718.0,2011.0,325.0,25915.0,1,Weekly
701461,Nicole,Oliver,India,Male,40,15,10,29100,24229,589.0,7,14.0,37545.0,54.0,767.0,2430.0,331.0,12892.0,0,Monthly
961475,Jesus,Schaefer,Brazil,Male,68,56,27,24599,7782,319.0,45,32.0,43596.0,25.0,325.0,1250.0,272.0,22160.0,1,Weekly
375106,Charles,Garza,Mexico,Female,48,22,10,24362,8397,369.0,14,32.0,55582.0,37.0,419.0,2378.0,357.0,21271.0,0,Monthly
221767,Teresa,Braun,Mexico,Male,59,12,39,51200,19650,447.0,10,32.0,51735.0,81.0,678.0,2630.0,319.0,26326.0,1,Monthly
286001,Jon,Green,India,Female,47,41,13,20968,10678,378.0,9,23.0,59480.0,71.0,673.0,3926.0,414.0,31584.0,1,Monthly
